folder,file_name,prediction,reference
adler,adler21a_689.86_27.83.wav," She, they is both stairs. Ladder to bring the tree both.",she they is both ladder ladder ladder to bring the tree both
adler,adler21a_720.587_0.72.wav, Something like that.,something i guess
adler,adler21a_740.441_7.93.wav, The flooding is very rapid.,the flooding is very rapid
adler,adler21a_749.339_21.45.wav," and the girl is hooked, the girl is tight to the trunk and screaming",and the girl is tight to the trunk and and screaming
adler,adler21a_773.066_19.28.wav," And the one guy who's fireman or something like that, he was, he is racing? No. Walking, because very flooding. Flooding.",and the one guy who's fireman or something like that he is walking because very flooding
adler,adler21a_793.831_12.39.wav, But he is covered by life jackets and stuff like that.,but he is covered by lifejackets and stuff like that
adler,adler21a_807.606_7.44.wav," Anyway, he is going slow but steadily.",anyways he is going slow but steadily
adler,adler21a_815.923_1.34.wav, And that's it.,and that's it
adler,adler21a_827.231_0.36.wav, Yes.,yes
adler,adler21a_923.982_22.34.wav," Before, little girl, Cinderella, and two girls is twins. The three is not twins, but twins.",before little girl cinderella is and two girls is sisters the two three is not twins sisters
adler,adler21a_948.4_10.96.wav," She... Three is friend, roommate, sister, and mom also.",she three is sister sister sister and mom also
adler,adler21a_960.279_10.66.wav," And mom and two of them are very, um, very cruel.",and mom and two of them are very very cruel
adler,adler21a_972.523_2.36.wav, and the other one is kind.,and the other one is kind
adler,adler21a_976.983_9.67.wav," And then later on, like much early, much later on, like",and then later on like later much later on like like years went by
adler,adler21a_995.146_8.08.wav," And she is very sweet, but very has to work.",and she she is very sweet but very hasta work
adler,adler21a_1003.993_23.14.wav," And twin brother to sister is very cruel, but very cruel and very cold.",and two sister two sister is very cruel and very cold
adler,adler21a_1029.309_12.71.wav, And he she is looking at the castle and and looking,and she she is looking at the castle and looking
adler,adler21a_1043.53_7.7.wav," Anyway, so let her open up.",anyway so he letter open up
adler,adler21a_1052.088_2.34.wav," and mom and two sisters say,",and mom and two sisters say
adler,adler21a_1054.784_2.35.wav," Oh my god, it's a castle.",oh my god it's a castle
adler,adler21a_1057.772_1.87.wav," Um, and",and
adler,adler21a_1065.26_0.47.wav, Yes.,yes
adler,adler21a_1066.684_9.94.wav, And then Cinderella also wanted to go.,and and then cinderella also wanted to go
adler,adler21a_1077.986_9.3.wav, But the... So he... She is dressing up.,so she she is dressing up
adler,adler21a_1088.701_12.14.wav," But all of a sudden, two sister and mom is taking his clothes, like tearing it.",and but all of a sudden one two sisters and mom is taking her clothes like tearing it
adler,adler21a_1102.35_3.21.wav, And Sunrila is very sad.,and cinderella is very sad
adler,adler21a_1107.178_17.83.wav, and then later on the cat and dog and mouse through your mouth is like,and then later on the cat and dog and mouse three mice is is like
adler,adler21a_1125.78_7.74.wav, and it is a switch around.,and it is a switch around
adler,adler21a_1134.845_4.95.wav, and cat is horse,and cat is horse
adler,adler21a_1140.783_1.49.wav, big muscular horse.,big muscular horse
adler,adler21a_1143.434_18.74.wav," And, um, and... Pumpkin was switch around and carriage now.",and and pumpkin was switch around and carriage now
adler,adler21a_1163.012_5.53.wav," and three, one, two, three, three mouse is switch around",and three three mice is switch around
adler,adler21a_1168.593_9.37.wav, and very men is very nice.,and very men men is very nice
adler,adler21a_1179.21_11.35.wav," And he, she is also very, very, very, um, very, very,",and she she is also very very very very very very oh god beautiful
adler,adler21a_1207.352_6.93.wav," So anyway, she walked to the ball screen. Ball...",so anyway she walk to the ballroom ballroom
adler,adler21a_1216.442_3.21.wav, and he is,and he is
adler,adler21a_1220.018_2.12.wav," Oh my god, it's beautiful.",oh my god it's beautiful
adler,adler21a_1264.155_1.54.wav, And then he,and then she she is
adler,adler21a_1267.116_4.38.wav," Oh my god, it's 1- oh, uh, 1230.",oh my god it's oh twelve thirty
adler,adler21a_1272.644_1.5.wav, and she is,and she is
adler,adler21a_1275.228_3.77.wav," I'm so sorry, but say goodbye.",i'm so sorry but say goodbye
adler,adler21a_1279.1_22.02.wav," and she running to the building, the horse and buggy and stuff I got, and running away.",and she running to the horse and buggy and stuff like that and running away
adler,adler21a_1302.354_18.93.wav, and he is but he she he he is glass the glass glass shoes glass shoes,but he he he he is glass glass shoes
adler,adler21a_1322.614_0.54.wav, something like that.,something like that
adler,adler21a_1324.299_10.27.wav, And she is and later on today tomorrow is He she is Cinderella is,and later on today tomorrow is she she cinderella is plain
adler,adler21a_1336.175_3.93.wav, and knock knock,and knock knock
adler,adler21a_1340.924_1.04.wav, there,who's there
adler,adler21a_1342.565_1.81.wav, Please come in.,please come in
adler,adler21a_1344.745_12.52.wav, And man is man is shoes.,and man is shoes
adler,adler21a_1357.43_15.63.wav, and Dolph he is glass ballrooms glass crystal,and he is slipper glass slipper
adler,adler21a_1374.017_14.99.wav," and one scissor is small and two is short, fat, big.",and one sister is small and two is short fat big
adler,adler21a_1389.773_6.37.wav," And then he sees Cinderella and says,",and and then he sees cinderella and say
adler,adler21a_1396.549_0.98.wav, Please come in.,please come in
adler,adler21a_1398.36_4.22.wav, And she is the down,and she she is sit down
adler,adler21a_1402.694_5.98.wav, and shoot glass balls.,and shoe glass slipper fits
adler,adler21a_1411.745_4.2.wav," And then later on, ta-da, married.",and and then later on married
adler,adler21a_1416.456_0.39.wav, That's all.,and that's all
adler,adler21a_1429.521_1.92.wav, That's funny.,that's funny
adler,adler21a_1432.438_5.17.wav," Two weeks ago, I made the same thing.",one two two weeks ago i made the same thing
adler,adler21a_1470.88_9.29.wav, I was bread two bread and one two,i was bread two bread and one two
adler,adler21a_1480.861_2.96.wav," It's one, two is the same.",it's one two is the same
adler,adler21a_1484.831_17.19.wav," And first I bread, first I take peanut butter, peanut butter and put it on the bread.",and first i take peanut butter and put it on the bread
adler,adler21a_1503.465_4.61.wav, And then another one was jelly.,and then another one was jelly
adler,adler21a_1508.704_7.77.wav, and I was put on the bed also.,and i was put it on the bread also
adler,adler21a_1517.418_6.39.wav, And then take the peanut butter and the jelly and flat.,and then take the peanut butter and the jelly and flat
adler,adler21a_1526.238_0.64.wav, And that's all.,and that's all
adler,adler21a_1545.628_1.24.wav, Very big house.,very big house
adler,adler21a_1551.64_0.31.wav, Calm.,comb
adler,adler21a_1557.337_16.44.wav, Toothbrush.,no toothbrush
adler,adler21a_1574.412_1.13.wav, Not really.,nah not really
adler,adler21a_1577.367_3.69.wav, Okay.,no toothbrush
adler,adler21a_1581.492_0.73.wav, Gracias.,okay never mind
adler,adler21a_1589.632_0.49.wav," No, I know.",no i know
adler,adler21a_1590.613_3.03.wav, There we go.,here we go
adler,adler21a_1595.202_1.07.wav," One, two, three.",want this
adler,adler21a_1597.493_8.15.wav, Octopus.,octopus
adler,adler21a_1607.593_6.61.wav," Uh,",come on
adler,adler21a_1631.008_3.39.wav, outside the,outside the swipe
adler,adler21a_1638.723_0.59.wav, One second.,one second
adler,adler21a_1641.191_2.49.wav, Outside.,outside
adler,adler21a_1647.59_0.49.wav, Go ahead.,go ahead
adler,adler21a_1651.842_0.45.wav, bench.,bench
adler,adler21a_1654.993_0.5.wav," Okay, fein.",okay fine
adler,adler21a_1657.757_3.68.wav," Euh... Quai... Non, quai... Euh...",volcano not cape
adler,adler21a_1672.173_2.94.wav, Volcano?,volcano
adler,adler21a_1682.704_5.84.wav, canoe,canoe
adler,adler21a_1692.293_3.84.wav, Beaver.,beaver
adler,adler21a_1704.032_2.78.wav, Um... Cactus.,cactus
adler,adler21a_1729.756_3.53.wav, I love that,it's there
adler,adler21a_1740.116_0.69.wav, I know.,no
adler,adler21a_1743.353_2.11.wav, Come on.,come on
adler,adler21a_1752.539_5.5.wav, Can I... Can I get this?,hammock
adler,adler21a_1776.584_2.85.wav, Five... five seconds.,five five seconds
adler,adler21a_1782.183_14.43.wav, Get that. Get that. Get that. Come on. Get that.,come on
adler,adler21a_1798.983_0.52.wav, hammock.,hammock
adler,adler21a_1804.786_0.55.wav, Every time.,every time
adler,adler21a_1808.542_6.5.wav, Stethoscope.,stethoscope
adler,adler21a_1819.699_0.63.wav, Unicorn.,unicorn
adler,adler21a_1825.828_14.02.wav, Tripod?,tripod
adler,adler21a_1843.974_0.71.wav, Fim,sphinx
adler,adler21a_1848.399_2.79.wav, uh...,palette
adler,adler21a_1852.832_20.42.wav, paint,palette pallette palette pallette pallette pallette
adler,adler21a_1873.923_2.73.wav, paint brush,palette
adler,adler21a_1880.054_0.5.wav, Palance?,palette
adler,adler25a_5.472_0.34.wav, Yep.,yeah
adler,adler25a_8.261_3.9.wav, Não.,so no
adler,adler25a_13.107_4.13.wav," No, not caught.",no not good
adler,adler25a_23.042_0.42.wav, Yeah.,yeah
adler,adler25a_23.966_13.06.wav, and six years ago.,and a six six years ago
adler,adler25a_39.905_8.52.wav, You...,you i i
adler,adler25a_57.098_0.33.wav, Yeah.,yeah
adler,adler25a_57.654_21.71.wav, And I have a drug on people. On people.,and i i have a stroke strokeonja
adler,adler25a_80.785_16.64.wav, I have a drug at home.,i have a stroke at home home home
adler,adler25a_108.816_0.54.wav, Yes.,yes
adler,adler25a_109.759_13.0.wav," and in the arms of the Lord,",and and
adler,adler25a_129.0_2.33.wav, in the,yeah in the afternoon
adler,adler25a_142.271_8.68.wav, and shopping.,and and shopping
adler,adler25a_151.736_0.43.wav, Yeah.,yeah
adler,adler25a_154.125_9.42.wav, and no amble done,and no ambulance
adler,adler25a_163.942_11.71.wav, And I remember Osbiko. Osbiko.,and i remember hospital hospital
adler,adler25a_181.634_11.58.wav, and I remember my nose,and i i remember my no side
adler,adler25a_196.956_5.9.wav, no sight,no side
adler,adler25a_204.022_8.4.wav, Ahead date.,and headache
adler,adler25a_212.99_0.43.wav, Yeah.,yeah
adler,adler25a_213.967_0.84.wav, And...,headache
adler,adler25a_215.225_11.72.wav, And I remember wife and sons.,and i remember wife and and son
adler,adler25a_236.113_6.71.wav, Every day my,i i i
adler,adler25a_255.96_4.24.wav, am better every day.,i am better every day
adler,adler25a_260.788_0.409.wav, Yeah.,yeah
adler,adler25a_261.61_15.32.wav," and walking, walking, walking mile every day.",and you know walking walking hits table walking mile every day
adler,adler25a_277.812_7.04.wav, And I...,and i exercise exercise
adler,adler25a_291.177_4.4.wav, My after-sales,my exercise
adler,adler25a_296.949_4.38.wav, Computer.,and computer
adler,adler25a_303.623_18.85.wav," One, two, three. Three hours go converter every day.",i two three three hours computer every day
adler,adler25a_323.039_0.39.wav, Yeah.,yeah
adler,adler25a_324.112_14.77.wav," And I, walking.",and i walking
adler,adler25a_339.961_4.0.wav, n n driving,more thing and and driving
adler,adler25a_344.513_4.37.wav, driving and,driving and mind
adler,adler25a_352.878_3.03.wav, and driving,and driving
adler,adler25a_356.95_10.03.wav, And I'm driving,and i i driving
adler,adler25a_367.968_20.24.wav," And I go to my, I",and i i drove to my mother's in washington
adler,adler25a_400.782_4.71.wav, and know my health.,and no myself my myself
adler,adler25a_441.115_11.99.wav, I love to sail.,i love to sail
adler,adler25a_454.004_13.41.wav, I love to sell my,i i i love to sail my boat
adler,adler25a_469.999_14.15.wav," And no, I have no but longer",and no i i i have no boat longer
adler,adler25a_484.95_7.18.wav, And I have shall my,and i have sell my boat
adler,adler25a_494.228_20.729.wav," and two, three live",and two three three love love i have three love
adler,adler25a_529.37_0.36.wav, Yeah.,yeah
adler,adler25a_530.665_8.91.wav," sailing, flying, and",sailing flying and my wife
adler,adler25a_543.904_17.28.wav, I'm sailing. I will... I...,flying i flying flying
adler,adler25a_581.93_17.65.wav, I have my I am I'll buy it I am a,i i am a pilot
adler,adler25a_604.561_0.3.wav, Yeah.,yeah
adler,adler25a_605.357_7.33.wav, And I am a sailor.,and and i am a sailor
adler,adler25a_613.225_0.35.wav, Yeah.,yeah
adler,adler25a_614.168_23.1.wav," New York and New York,",and no new york and new new
adler,adler25a_640.872_9.35.wav, I,i i i have
adler,adler25a_659.171_0.62.wav, Mm-hmm.,hmhm
adler,adler25a_660.1_10.51.wav, I use you. Use you have a book.,i used to have a boat
adler,adler25a_671.792_0.88.wav, sale,sailboat
adler,adler25a_674.928_7.92.wav, 45 feet.,forty five feet
adler,adler25a_683.818_25.69.wav," And I mowed in mud soak, mud soak, a large",and i moored moored
adler,adler25a_729.151_15.78.wav, I miss my,and i miss my boat
adler,adler25a_749.864_0.34.wav, Damn.,yeah
adler,adler25a_755.85_0.32.wav, Mm-hmm.,mhm
adler,adler25a_763.038_0.42.wav, Uh-huh.,mhm
adler,adler25a_774.713_7.66.wav, the boy is kicking,one the boy is kicking soccer ball
adler,adler25a_789.207_9.11.wav, Paul is,two and he the ball is
adler,adler25a_802.121_8.15.wav, the pool his wash,the ball is was
adler,adler25a_812.641_25.25.wav, Broke heart. Broke hand. Broke end.,broke broken broken broken window
adler,adler25a_851.843_7.43.wav, and I and John Ball,two i the ball is broke the window
adler,adler25a_870.24_20.61.wav, And my father is a fellow,three and and father is is
adler,adler25a_897.084_1.38.wav, FATTER,father isfor
adler,adler25a_905.605_9.94.wav, and and um lem,and and lamp
adler,adler25a_917.82_0.37.wav, Bye.,FF
adler,adler25a_920.54_17.49.wav, Paul is Paul is is the,is the ball is is inside the house
adler,adler25a_951.048_11.38.wav," and lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb, lamb",and three a lamp lamp and
adler,adler25a_970.807_26.74.wav, and the ball the factor is in a letter,four and the father is is chin in looking outside
adler,adler25a_1011.788_0.31.wav, Yeah.,yeah
adler,adler25a_1030.973_10.7.wav," Father, no, Mom is...",mom mom is
adler,adler25a_1051.235_0.81.wav, God.,i don't chin know
adler,adler25a_1053.142_14.83.wav, The mom is,one the mom is i
adler,adler25a_1073.379_8.15.wav, Yeah. Um. Mm-hmm.,one mom
adler,adler25a_1083.234_13.91.wav," little boy and no, no",little boy no no no no
adler,adler25a_1110.11_5.71.wav, Or,and two urging
adler,adler25a_1122.131_0.76.wav, No.,no no
adler,adler25a_1127.294_17.84.wav, The mom... The mom is...,the mom is
adler,adler25a_1196.206_8.81.wav, No need more. No need.,no no need my no need no rain
adler,adler25a_1211.215_16.27.wav, And I,and three and i i spoke too soon
adler,adler25a_1237.826_15.1.wav, I am I am I am I am I am I am,three the the little boy is dry raining
adler,adler25a_1271.08_0.46.wav, What?,aw phooey
adler,adler25a_1274.072_25.27.wav, The little boy is aggressive.,i and four a the little boy is racing home five and and and wet
adler,adler25a_1315.142_8.8.wav, and mom is angry,and mom is angry
adler,adler25a_1324.578_18.19.wav, And little y is an,and six and little boy is one six umbrella six umbrella
adler,adler25a_1378.869_22.56.wav, I am the,the the the the girl girl is
adler,adler25a_1436.902_11.76.wav, The trial is in.,the the girl is
adler,adler25a_1465.32_5.17.wav, cat is a,cat is up the tree
adler,adler25a_1475.012_9.38.wav, and father is brother,and father father is no help
adler,adler25a_1496.878_12.52.wav," And, uh, father is drug battery 2.",and oh father isthe tree too
adler,adler25a_1512.974_6.1.wav, and poor,and bark dog dog is barking
adler,adler25a_1539.862_18.96.wav, and no letter and fail,and and and no no ladder and fell your fell fell
adler,adler25a_1570.806_29.29.wav, and and and I too fur fur um too mmm bam,and i two two men two firemen two firemen is
